0	0.04	0.0
0	0.06	0.0
0	0.08	0.0
0	0.1	0.0
0	0.12	0.0
0	0.14	0.0
0	0.16	0.0
0	0.18	0.0
0	0.2	0.0
0	0.22	0.0
0	0.24	0.0
0	0.26	0.0
0	0.28	0.0
0	0.3	0.10403719815340909
0	0.32	0.10403719815340909
0	0.34	0.10403719815340909
0	0.36	0.10403719815340909
0	0.38	0.10403719815340909
0	0.4	0.10403719815340909
0	0.42	0.10403719815340909
0	0.44	0.10403719815340909
0	0.46	0.10403719815340909
0	0.48	0.10403719815340909
0	0.5	0.10403719815340909
0	0.52	0.07152557373046875
0	0.54	0.07152557373046875
0	0.56	0.07152557373046875
0	0.58	0.07152557373046875
0	0.6	0.07152557373046875
0	0.62	0.07152557373046875
0	0.64	0.07152557373046875
0	0.66	0.07152557373046875
0	0.68	0.1430511474609375
0	0.7	0.1430511474609375
0	0.72	0.1430511474609375
0	0.74	0.1430511474609375
0	0.76	0.0
0	0.78	0.0
0	0.8	0.0
0	0.82	0.57220458984375
0	0.84	0.0
0	0.86	0.0
0	0.88	0.0
0	0.9	0.0
0	0.92	0.0
0	0.94	0.0
0	0.96	0.0
0	0.98	0.0
0	1.0	0.0
0	1.02	0.0
0	1.04	0.0
0	1.06	0.0
0	1.08	0.0
0	1.1	0.0
0	1.12	0.0
0	1.14	0.0
0	1.16	0.0
0	1.18	0.0
0	1.2	0.0
0	1.22	0.0
0	1.24	0.0
0	1.26	0.0
0	1.28	0.0
0	1.3	0.0
0	1.32	0.0
0	1.34	0.0
0	1.36	0.0
0	1.38	0.0
0	1.4	0.0
0	1.42	0.0
0	1.44	0.0
0	1.46	0.0
0	1.48	0.0
0	1.5	0.0
0	1.52	0.0
0	1.54	0.0
0	1.56	0.0
0	1.58	0.0
0	1.6	0.0
0	1.62	0.0
0	1.64	0.0
0	1.66	0.0
0	1.68	0.0
0	1.7	0.0
0	1.72	0.0
0	1.74	0.0
0	1.76	0.0
0	1.78	0.0
0	1.8	0.0
0	1.82	0.0
0	1.84	0.0
0	1.86	0.0
0	1.88	0.0
0	1.9	0.0
0	1.92	0.0
0	1.94	0.0
0	1.96	0.0
0	1.98	0.0
0	2.0	0.57220458984375
0	2.02	0.0
0	2.04	0.0
0	2.06	0.0
0	2.08	0.0
0	2.1	0.0
0	2.12	0.0
0	2.14	0.0
0	2.16	0.0
0	2.18	0.0
0	2.2	0.0
0	2.22	0.0
0	2.24	0.0
0	2.26	0.0
0	2.28	0.0
0	2.3	0.0
0	2.32	0.0
0	2.34	0.0
0	2.36	0.0
0	2.38	0.0
0	2.4	0.0
0	2.42	0.0
0	2.44	0.0
0	2.46	0.0
0	2.48	0.0
0	2.5	0.0
0	2.52	0.0
0	2.54	0.0
0	2.56	0.0
0	2.58	0.0
0	2.6	0.0
0	2.62	0.0
0	2.64	0.0
0	2.66	0.0
0	2.68	0.0
0	2.7	0.0
0	2.72	0.0
0	2.74	0.0
0	2.76	0.0
0	2.78	0.0
0	2.8	0.0
0	2.82	0.0
0	2.84	0.0
0	2.86	0.0
0	2.88	0.0
0	2.9	0.0
0	2.92	0.0
0	2.94	0.0
0	2.96	0.0
0	2.98	0.0
0	3.0	0.0
0	3.02	0.0
0	3.04	0.0
1	3.192	0.0
0	3.06	0.0
1	3.213	0.0
0	3.08	0.0
1	3.234	0.0
0	3.1	0.0
1	3.255	0.0
0	3.12	0.0
1	3.276	0.0
0	3.14	0.0
1	3.297	0.0
1	3.318	0.0
0	3.16	0.0
0	3.18	0.0
1	3.339	0.0
1	3.36	0.0
0	3.2	0.0
1	3.381	0.0
0	3.22	0.0
1	3.402	0.0
0	3.24	0.0
1	3.423	0.0
0	3.26	0.0
1	3.444	0.0
0	3.28	0.286102294921875
0	3.3	0.286102294921875
0	3.32	0.0
0	3.34	0.0
0	3.36	0.0
0	3.38	0.0
0	3.4	0.0
0	3.42	0.0
0	3.44	0.57220458984375
0	3.46	0.0
0	3.48	0.0
1	3.465	0.11444091796875
1	3.486	0.11444091796875
1	3.507	0.11444091796875
1	3.528	0.11444091796875
1	3.549	0.11444091796875
1	3.57	0.11444091796875
1	3.591	0.11444091796875
1	3.612	0.11444091796875
1	3.633	0.11444091796875
1	3.654	0.11444091796875
0	3.5	0.0
0	3.52	0.0
0	3.54	0.0
0	3.56	0.0
0	3.58	0.0
0	3.6	0.0
1	3.675	0.095367431640625
1	3.696	0.095367431640625
1	3.717	0.095367431640625
1	3.738	0.095367431640625
1	3.759	0.095367431640625
1	3.78	0.095367431640625
0	3.62	0.0
0	3.64	0.0
0	3.66	0.0
0	3.68	0.0
0	3.7	0.0
1	3.801	0.0
1	3.822	0.0
1	3.843	0.0
1	3.864	0.0
1	3.885	0.0
0	3.72	0.0
0	3.74	0.0
0	3.76	0.0
1	3.906	0.19073486328125
1	3.927	0.19073486328125
1	3.948	0.19073486328125
1	3.780945	0.0
0	3.78	0.0
1	3.80076	0.0
0	3.8	0.0
1	3.820764	0.0
0	3.82	0.0
0	3.84	0.0
1	3.840768	0.0
0	3.86	0.0
1	3.860772	0.0
0	3.88	0.0
1	3.880776	0.0
0	3.9	0.0
1	3.90078	0.0
0	3.92	0.0
0	3.94	0.0
1	3.920784	0.286102294921875
1	3.940788	0.286102294921875
1	3.960792	0.0
0	3.96	0.0
1	3.980796	0.0
0	3.98	0.0
0	4.0	0.0
1	4.0008	0.0
0	4.02	0.0
1	4.020804	0.0
1	4.040808	0.0
0	4.04	0.0
1	4.060812	0.0
0	4.06	0.0
1	4.080816	0.0
0	4.08	0.0
1	4.10082	0.0
0	4.1	0.0
1	4.120824	0.0
0	4.12	0.0
0	4.14	0.0
1	4.140828	0.0
0	4.16	0.0
1	4.160832	0.0
0	4.18	0.0
1	4.180836	0.0
0	4.2	0.0
1	4.20084	0.0
0	4.22	0.0
1	4.220844	0.0
0	4.24	0.0
1	4.240848	0.0
1	4.260852	0.0
0	4.26	0.0
1	4.280856	0.0
0	4.28	0.0
1	4.30086	0.0
0	4.3	0.0
1	4.320864	0.0
0	4.32	0.0
1	4.340868	0.0
0	4.34	0.0
1	4.360872	0.0
0	4.36	0.0
0	4.38	0.0
1	4.380876	0.0
0	4.4	0.0
1	4.40088	0.0
0	4.42	0.0
1	4.420884	0.0
0	4.44	0.0
1	4.440888	0.0
0	4.46	0.0
1	4.460892	0.0
1	4.480896	0.0
0	4.48	0.0
1	4.5009	0.0
0	4.5	0.0
1	4.520904	0.0
0	4.52	0.0
1	4.540908	0.0
0	4.54	0.0
1	4.560912	0.0
0	4.56	0.0
1	4.580916	0.0
0	4.58	0.0
0	4.6	0.0
1	4.60092	0.0
0	4.62	0.0
1	4.620924	0.0
0	4.64	0.0
1	4.640928	0.0
0	4.66	0.0
1	4.660932	0.0
0	4.68	0.0
1	4.680936	0.0
0	4.7	0.0
1	4.70094	0.0
1	4.720944	0.0
0	4.72	0.0
1	4.740948	0.0
0	4.74	0.0
1	4.760952	0.0
0	4.76	0.0
1	4.780956	0.0
0	4.78	0.0
1	4.80096	0.0
0	4.8	0.0
0	4.82	0.0
1	4.820964	0.0
0	4.84	0.0
1	4.840968	0.0
0	4.86	0.0
1	4.860972	0.0
0	4.88	0.0
1	4.880976	0.0
0	4.9	0.0
1	4.90098	0.0
0	4.92	0.0
1	4.920984	0.0
1	4.940988	0.0
0	4.94	0.0
1	4.960992	0.0
0	4.96	0.0
0	4.98	0.0
1	4.980996	0.57220458984375
0	5.0	0.0
1	5.001	0.0
0	5.02	0.0
1	5.021004	0.0
1	5.041008	0.0
0	5.04	0.0
0	5.06	0.0
1	5.061012	0.0
0	5.08	0.0
1	5.081016	0.0
1	5.10102	0.0
0	5.1	0.0
1	5.121024	0.0
0	5.12	0.0
1	5.141028	0.0
0	5.14	0.0
0	5.16	0.0
1	5.161032	0.0
0	5.18	0.0
1	5.181036	0.0
1	5.20104	0.0
0	5.2	0.0
0	5.22	0.0
1	5.221044	0.0
0	5.24	0.0
1	5.241048	0.0
1	5.261052	0.0
0	5.26	0.0
1	5.281056	0.0
0	5.28	0.0
1	5.30106	0.0
0	5.3	0.0
1	5.321064	0.0
0	5.32	0.0
0	5.34	0.0
1	5.341068	0.0
0	5.36	0.0
1	5.361072	0.0
1	5.381076	0.0
0	5.38	0.0
0	5.4	0.0
1	5.40108	0.0
1	5.421084	0.0
0	5.42	0.0
0	5.44	0.0
1	5.441088	0.0
0	5.46	0.0
1	5.461092	0.0
0	5.48	0.0
1	5.481096	0.0
1	5.5011	0.0
0	5.5	0.0
0	5.52	0.0
1	5.521104	0.0
0	5.54	0.0
1	5.541108	0.0
1	5.561112	0.0
0	5.56	0.0
0	5.58	0.0
1	5.581116	0.0
1	5.60112	0.0
0	5.6	0.0
1	5.621124	0.0
0	5.62	0.0
0	5.64	0.0
1	5.641128	0.0
1	5.661132	0.0
0	5.66	0.0
1	5.681136	0.0
0	5.68	0.0
0	5.7	0.0
1	5.70114	0.0
0	5.72	0.0
1	5.721144	0.0
0	5.74	0.0
1	5.741148	0.0
1	5.761152	0.0
0	5.76	0.0
1	5.781156	0.0
0	5.78	0.0
1	5.80116	0.0
0	5.8	0.0
1	5.821164	0.0
0	5.82	0.0
1	5.841168	0.0
0	5.84	0.0
